ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
Advantage or Handicap?	0	0	174
CodeForMoney	0	0	127
AludjunkRa	0	0	115,600000000001
FREE PIZZA	0	0	90,6000000000007
Need More Dollar	0	0	86,5000000000004
pooLi	0	0	50,5499999999997
K.A.D.	0	0	23,2
Neo Code	0	0	20,8
Csemege Uborkak	0	0	13
#GOTO	0	0	0,4
A jo, a rossz es az onosz	0	0	0,2
Kockak	0	0	0
BITs Please	0	0	0
IOError	0	0	0
SzaboZs			
