ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
CodeForMoney	0	0	51,5
Advantage or Handicap?	0	0	44,75
Kockak	0	0	41,6000000000001
Need More Dollar	0	0	37,6000000000001
FREE PIZZA	0	0	14,4
pooLi	0	0	11,5
Csemege Uborkak	0	0	8,24000000000001
Neo Code	0	0	6,6
BITs Please	0	0	6
K.A.D.	0	0	3,4
A jo, a rossz es az onosz	0	0	1,8
#GOTO	0	0	0,6
IOError	0	0	0
AludjunkRa	0	0	0
SzaboZs			
