ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
AludjunkRa	14	3	62,4500000000002
pooLi	10	3	36,3000000000002
Kockak	5	1	73,2000000000005
Advantage or Handicap?	4	3	89,5
FREE PIZZA	4	3	64,4000000000004
#GOTO	2	3	0,6
IOError	2	4	0
Need More Dollar	1	1	56,5000000000003
A jo, a rossz es az onosz	1	3	16,8
Neo Code	0	0	22
CodeForMoney	0	1	97,75
BITs Please	0	1	3,6
K.A.D.	0	1	3,4
Csemege Uborkak	0	5	25,552
SzaboZs			
