ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
CodeForMoney	0	0	102,75
Kockak	0	0	81,0000000000006
Need More Dollar	0	0	77,0000000000004
Advantage or Handicap?	0	0	74
FREE PIZZA	0	0	30,5999999999999
BITs Please	0	0	25,7999999999999
pooLi	0	0	22
Csemege Uborkak	0	0	17,658
Neo Code	0	0	14,8
K.A.D.	0	0	6,8
AludjunkRa	0	0	4,1
A jo, a rossz es az onosz	0	0	2,8
#GOTO	0	0	1,4
IOError	0	0	0
SzaboZs			
