ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
Advantage or Handicap?	0	0	85,75
CodeForMoney	0	0	54,75
AludjunkRa	0	0	48,5
Need More Dollar	0	0	42,6000000000001
FREE PIZZA	0	0	37,6
pooLi	0	0	26,2499999999999
K.A.D.	0	0	10,2
Neo Code	0	0	6,6
Csemege Uborkak	0	0	4,4
A jo, a rossz es az onosz	0	0	0,2
#GOTO	0	0	0
Kockak	0	0	0
BITs Please	0	0	0
IOError	0	0	0
SzaboZs			
