ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
AludjunkRa	49	5	170,749999999999
Advantage or Handicap?	24	7	247,75
pooLi	15	7	95,4999999999988
FREE PIZZA	9	10	175,599999999999
Kockak	6	2	199,599999999997
Need More Dollar	6	3	171,999999999998
#GOTO	4	5	1,4
A jo, a rossz es az onosz	3	10	33,7999999999999
IOError	2	6	0
Csemege Uborkak	2	8	93,0260000000006
CodeForMoney	1	6	247,25
Neo Code	0	0	36,2
K.A.D.	0	2	19
BITs Please	0	6	3,6
SzaboZs			
