ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
Kockak	4	0	30,1999999999999
pooLi	2	1	13,5
#GOTO	2	1	0,4
IOError	1	0	0
Advantage or Handicap?	1	2	41,25
CodeForMoney	0	0	42,25
Need More Dollar	0	0	20,6
Neo Code	0	0	16
Csemege Uborkak	0	0	5,714
K.A.D.	0	0	1,8
A jo, a rossz es az onosz	0	0	1,2
AludjunkRa	0	1	32,7499999999999
FREE PIZZA	0	1	24,5999999999999
BITs Please	0	1	3,6
SzaboZs			
