ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
CodeForMoney	0	0	26,25
Advantage or Handicap?	0	0	23
Kockak	0	0	20,2
Need More Dollar	0	0	18
FREE PIZZA	0	0	7
pooLi	0	0	5,8
Csemege Uborkak	0	0	3,24
Neo Code	0	0	2,8
A jo, a rossz es az onosz	0	0	1,8
K.A.D.	0	0	1,6
BITs Please	0	0	1
#GOTO	0	0	0,2
IOError	0	0	0
AludjunkRa	0	0	0
SzaboZs			
