ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
Advantage or Handicap?	0	0	58
CodeForMoney	0	0	32
Need More Dollar	0	0	28,8
AludjunkRa	0	0	28,3999999999999
FREE PIZZA	0	0	24,3999999999999
pooLi	0	0	19,35
K.A.D.	0	0	4,2
Neo Code	0	0	4
Csemege Uborkak	0	0	3,4
A jo, a rossz es az onosz	0	0	0,2
#GOTO	0	0	0
Kockak	0	0	0
BITs Please	0	0	0
IOError	0	0	0
SzaboZs			
