ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
AludjunkRa	40	4	128,900000000001
Advantage or Handicap?	16	6	195,5
pooLi	14	5	80,8999999999997
FREE PIZZA	9	7	138,200000000001
Kockak	6	2	151,4
Need More Dollar	4	2	133,2
#GOTO	4	4	0,8
IOError	2	5	0
Csemege Uborkak	2	8	63,7739999999996
A jo, a rossz es az onosz	1	8	31,1999999999999
Neo Code	0	0	27,1999999999999
K.A.D.	0	2	17,2
BITs Please	0	5	3,6
CodeForMoney	0	6	196
SzaboZs			
