ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
AludjunkRa	75	7	209,399999999998
Advantage or Handicap?	40	8	293,25
pooLi	18	10	118,699999999998
FREE PIZZA	9	12	213,999999999996
Need More Dollar	7	4	208,899999999996
Kockak	6	8	244,999999999995
#GOTO	5	7	1,7
IOError	3	7	0
A jo, a rossz es az onosz	3	11	33,7999999999999
CodeForMoney	2	6	304,25
Csemege Uborkak	2	10	112,682000000001
Neo Code	0	1	42,0000000000001
K.A.D.	0	2	20,6
BITs Please	0	7	3,6
SzaboZs			
