ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
Advantage or Handicap?	0	0	27,75
Need More Dollar	0	0	14,8
pooLi	0	0	12,15
CodeForMoney	0	0	11
AludjunkRa	0	0	10,4
FREE PIZZA	0	0	8,4
K.A.D.	0	0	1,8
Csemege Uborkak	0	0	1,6
Neo Code	0	0	1,2
A jo, a rossz es az onosz	0	0	0,2
#GOTO	0	0	0
Kockak	0	0	0
BITs Please	0	0	0
IOError	0	0	0
SzaboZs			
