ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
CodeForMoney	0	0	76,75
Advantage or Handicap?	0	0	61,75
Kockak	0	0	61,4000000000003
Need More Dollar	0	0	59,0000000000004
FREE PIZZA	0	0	22,8
pooLi	0	0	16,8
BITs Please	0	0	12,2
Csemege Uborkak	0	0	11,938
Neo Code	0	0	10
K.A.D.	0	0	5
AludjunkRa	0	0	4,1
A jo, a rossz es az onosz	0	0	1,8
#GOTO	0	0	0,9
IOError	0	0	0
SzaboZs			
