ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
AludjunkRa	30	4	100,250000000001
pooLi	14	4	55,3000000000005
Advantage or Handicap?	9	5	137,25
FREE PIZZA	7	3	102,600000000001
Kockak	6	2	114,400000000001
Need More Dollar	4	1	93,2000000000002
#GOTO	4	3	0,7
IOError	2	5	0
Csemege Uborkak	2	7	43,3859999999998
A jo, a rossz es az onosz	1	6	27,5999999999999
Neo Code	0	0	25,3999999999999
K.A.D.	0	2	15,6
BITs Please	0	3	3,6
CodeForMoney	0	4	150,5
SzaboZs			
