ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
Advantage or Handicap?	0	0	176,5
CodeForMoney	0	0	128,75
AludjunkRa	0	0	117,600000000001
FREE PIZZA	0	0	91,6000000000008
Need More Dollar	0	0	87,1000000000004
pooLi	0	0	52,0499999999997
K.A.D.	0	0	24,3999999999999
Neo Code	0	0	21,6
Csemege Uborkak	0	0	13
#GOTO	0	0	0,4
A jo, a rossz es az onosz	0	0	0,2
Kockak	0	0	0
BITs Please	0	0	0
IOError	0	0	0
SzaboZs			
