ROUND 1
TEAM	SCORE	DEATHS	DISTANCE
Advantage or Handicap?	0	0	145,75
CodeForMoney	0	0	101
AludjunkRa	0	0	95,2000000000006
FREE PIZZA	0	0	74,0000000000005
Need More Dollar	0	0	72,1000000000004
pooLi	0	0	41,0999999999998
K.A.D.	0	0	19,2
Neo Code	0	0	14
Csemege Uborkak	0	0	8,8
A jo, a rossz es az onosz	0	0	0,2
#GOTO	0	0	0,2
Kockak	0	0	0
BITs Please	0	0	0
IOError	0	0	0
SzaboZs			
